TemplateID	LmQuery	Query
548	карантин коронавирус область с связь челябинский	карантин в связи с коронавирусом в челябинская область
548	вид деятельность область приостанавливать челябинский	виды деятельности приостановили челябинская область
548	584 зо область челябинский	Челябинской области № 584-ЗО
548	191 область рп челябинский	Челябинской области № 191-рп
906	когда конкурс проводить	когда проводят конкурс
906	когда конкурс мкд проводить управление	когда проводят конкурс на управление МКД
909	документация перечень технический	перечень технической документации
909	документация мкд	документация на МКД
909	документация дом многоквартирный перечень технический	перечень технической документации на многоквартирный дом
1768	ключевой сегодня ставка	ключевая ставка на сегодня
1768	банковский вклад и лицо процент рефинансирование ставка физический	ставки рефинансирования и банковского процента по вкладам физических лиц
1768	2022 ставка цб	ставка цб 2022
1768	2023 год рефинансирование ставка	ставки рефинансирования в 2023 году
1768	пеня рефинансирование ставка	ставка рефинансирования для пени
2115	журнал ковид проба режим температурный транспортировка	журнал температурного режима транспортировки проб на ковид
2115	ведение журнал работник термометрия	о ведение журнала термометрии работников
2115	влажность журнал заполнение и образец режим температурный	образец заполнения журнала температурного режима и влажности
2115	журнал режим темперный	журнал темперного режима
2115	журнал контроль сотрудник температура	журнал контроля температуры сотрудников
2115	аптека день журнал отмечать раз сколько температура температурный	сколько раз в день отмечать температуру в температурном журнале аптеки
2115	журнал измерение сотрудник температура форма	форма журнала измерения температуры сотрудников
3365	акт внеочередной дом имущество многоквартирный общий осмотр состояние	акт внеочередного осмотра состояния общего имущества многоквартирного дома
3365	акт внеочередной имущество общий осмотр	внеочередной акт осмотра общего имущества
3755	замена прибор учет электроэнергия	замена приборов учета по электроэнергии
3755	должный ли менять собственник счетчик электроэнергия	должен ли собственник менять счетчик электроэнергии
3755	замена одпу осуществляться расчет электроэнергия	как осуществляются расчеты за электроэнергию при замене одпу
4333	акт выполнять лицо работа физический	акт выполненных работ физическим лицом
4333	акт выполнять побелка потолок работа устранение	акт выполненных работ по устранению побелки потолка
4333	акт оказание услуга	акт оказания услуг
4333	акт выполнять и очистка работа снег сосулька	акт выполненных работ по очистке снега и сосулек
4333	акт вывоз выполнять приемка работа тко	акт приемки выполненных работ по вывозу тко
4333	акт выполнять работа	акты выполненных работ
4333	акт выполнять мкд покраска работа цоколь	акт выполненных работ по покраске цоколя в мкд
4330	акт весь выполнять и имя капремонт который лицо мкд оказывать подписывать помещение приемка принятие работа собственник соответствующий тот уполномочивать услуга участвовать число	лицо, которое от имени всех собственников помещений в мкд уполномочено участвовать в приемке оказанных услуг и выполненных работ по капремонту, в том числе подписывать соответствующие акты «принятие
4330	акт дома кто нет подписывать приемка совет	кто подпишет акт приемки, если нет совета дома
4330	акт выполнять должный капитальный кто подписывать работа ремонт	кто должен подписывать акт выполненных работ при капитальном ремонте
4330	акт выполнять мкд председатель работа с	акт выполненных работ с председателем мкд
4330	акт выполнять конкурс кто открытый подписывать после работа	кто подписывает акты выполненных работ после открытого конкурса
4330	акт выполнять подписывать работа собственник	акты выполненных работ подписывает собственник
4583	застройщик норматив отопление перерасчет превышение с связь сделать стоимость установленный	застройщик просит сделать перерасчет за отопление в связи с превышением стоимости над установленным нормативом
4583	качественный когда можно не отказывать отопление перерасчет собственник	когда можно отказать собственнику в перерасчете за не качественное отопление
4583	договор несоблюдение организация отопление перерасчет ресурсоснабжающий теплоснабжение условие	перерасчёт за отопление при несоблюдении условий договора теплоснабжения ресурсоснабжающей организацией
4583	действующий жк изменение отопление перерасчет рф	изменение в жк рф по перерасчетам отопление действующие
4583	отопление перерасчет	перерасчет отопление
4583	быть одпу отопление перерасчет	перерасчет за отопление если есть одпу
4583	некачественный отопление перерасчет плата	перерасчет платы за отопление за некачественно
4583	1 12 отопление перерасчет период	1/12 за отопление, период перерасчета
4583	354 делать договор отопление перерасчет пп прямой рсо рф с	перерасчет по отоплению делают если на прямых договорах с рсо пп рф №354
4583	основание отопление перерасчет	основания для перерасчета за отопление
4583	отопление отсутствие перерасчет подъезд	перерасчет за отопление отсутствие в подъезде
4583	отопление перерасчет плата размер	перерасчет размера платы за отопление
5920	ответ подъезд ремонт срок ук	ответ ук по срокам ремонта подъездов
5920	автостоянка дом ремонт состав срок текущий	сроки текущего ремонта в автостоянке в составе дома
5920	какой подъезд проводить ремонт срок	в какой срок нужно проводить ремонт подъездов
5920	мкд подъезд ремонт срок	ремонт подъездов мкд сроки
5821	ипать поверка пропустить срок	ипу пропущенным сроком поверки
5821	индивидуальный истекать поверка срок счетчик считать	если истек срок поверки счетчика индивидуального как считать
5821	истекать поверка прибор срок учет	срок поверки прибора учета истек
5821	дом многоквартирный оканчиваться поверка рассчитывать срок счетчик	срок поверки счетчиков в многоквартирном доме окончился как рассчитывать
5821	оканчиваться поверка рассчитываться срок	срок поверки окончился как рассчитывается
5821	водомер выход межповерочный начисление срок	начисление при выходе водомера из межповерочного срока
5821	а впоследствии вс годный ипать когда коммунальный особенность поверка поверка позиция потреблять признавать пропустить проходить расчет рф срок услуга	особенности расчетов за потребленные коммунальные услуги, когда срок поверки пропущен, а впоследствии ипу признан годным (прошел поверку). позиция вс рф.
6205	капремонт	капремонт
6205	кап проводник ремонт	проводник по кап ремонту
7055	квалификационный стоимость экзамен	стоимость квалификационного экзамена
7055	квалификационный плата прием экзамен	плата за прием квалификационного экзамена
9556	ремонт срок текущий	срок ремонта текущего
9556	вправе жилье и и объем оплата определять организация очередность работа ремонт с самостоятельно содержание срок управляющий учет фактический	управляющая организация вправе самостоятельно определять очередность, сроки и объемы работ с учетом фактической оплаты за ремонт и содержание жилья
9556	мкд план предоставление ремонт срок	срок предоставления плана ремонта мкд
9961	аварийный диспетчер журнал служба	журнал диспетчера аварийной службы
9961	журнал заявка оставаться регистрационный	регистрационный журнал оставшихся заявок
9961	адс выдача выписка жилец журнал	выдача выписки из журнала адс для жильца
9961	аварийный журнал заказчик заказчик заявка заявка или исполнение исполнитель не номер нормативный обращение подавать случай срок телефон	в случае не исполнения в нормативный срок поданной заявки заказчика в журнале заявок или обращения по аварийному номеру телефона исполнителя, заказчик
9961	журнал заполнять заявка	как заполнять журнал заявок
9548	взыскивать вправе задолженность капительный ли оплата ремонт ук	вправе ли ук взыскивать задолженность по оплате капительного ремонта
9548	взнос задолженность капремонт	задолженность по взносам за капремонт
9548	взнос взыскание капремонт работа с	Работа с взысканием взносов за капремонт
10112	аренда договор парковка	договор на аренду парковки
10112	аренда аренда договор договор машино место место	договор / аренда / место договор аренды машино-места
10014	платежок потребитель срок хранение	Срок хранения платежки потребителем
10014	жку квитанция сколько хранить	сколько хранить квитанцию за ЖКУ
10002	аренда бюджетный договор расторжение с соглашение учреждение	соглашение о расторжении договора аренды с бюджетным учреждением
10002	аренда договор образец расторжение соглашение	образец соглашения о расторжении договора аренды
10002	аренда возврат договор предоплата расторжение с соглашение сумма	соглашение о расторжении договора аренды с возвратом суммы предоплаты
10002	аренда договор здание расторжение соглашение фасад часть	соглашение о расторжении договора аренды части фасада здания
10002	аренда договор договоралашение расторжение расторжение соглашение	соглашение о расторжении договоралашение о расторжении договора аренды
10002	аренда договор дополнительный образец расторжение соглашение	образец дополнительного соглашения о расторжении договора аренды
10002	аренда арендодатель договор инициатива нежилой помещение расторжение соглашение	соглашение о расторжении договора аренды нежилого помещения по инициативе арендодателя
10002	аренда договор расторжение соглашение соглашение сторона	соглашение о расторжении договора по соглашению сторон аренда
10002	автоматический договор пролонгация расторжение с уведомление	уведомление о расторжении договора с автоматической пролонгацией
10220	шумно	шумно
10220	тихо	тихо
10220	звукоизоляц	звукоизоляц
11023	аренда договор ларек	договор аренды ларька
11023	аренда договор нежилой отделка передавать помещение черновой	договор аренды нежилого помещения передаваемого в черновой отделке
11023	аренда договор и лицо нежилой помещение физический юридический	договор аренды нежилого помещения между физическим и юридическим лицом
11023	аренда арендодатель договор	договор аренды арендодатель
11023	аренда договор помещение школа	договор аренды помещения в школе
11023	аренда договор нежилой	договор аренды нежилых
11023	аренда договор помещение птицефабрика режим специальный	договор аренды помещения для птицефабрики специальный режим
11023	аренда договор имущество недвижимый форма	форма договора аренды недвижимого имущества
11023	аренда договор договорный подсудность с	договор аренды с договорной подсудностью
12413	голосование домофон обслуживание	голосование по обслуживание домофонов
12413	голос домофон сколько	домофон сколько голосов
12413	голос домофон количество установка	установка домофона количество голосов
14211	вакцинация приказ	приказ вакцинация
14211	19 covid вакцинация инфекция коронавирусный новый образ приказ приказ проведение против профилактический прохождение скан	приказ о прохождение скан-образ приказа о проведении профилактической вакцинации против новой коронавирусной инфекции (covid-19)
14636	договор когда нежилой прямой	когда нужны прямые договоры на нежилое
14636	договор заключение необходимость рсо с уведомление	уведомление о необходимости заключения договора с рсо
14636	договор заключение нежилой оса помещение прямой с уведомление	уведомления нежилым помещениям о заключении прямых договоров с осой
14636	договор и нежилой организация помещение прямой ресурсоснабжающий собственник	прямые договора между ресурсоснабжающими организациями и собственниками нежилых помещений
14636	договор заключение нежилой помещение прямой собственник требование уведомление	требования по уведомлению собственников нежилых помещений о заключении прямых договоров
14621	общий подсчет протокол результат собрание	протокол подсчета результатов общего собрания
14621	голос подсчет протокол	протокол подсчета голосов
14621	комиссия протокол счетный	протокол счетной комиссии
15438	договор обслуживание	договоры на обслуживание
15438	договор обслуживание теплоэнергоустановка	договор на обслуживание теплоэнергоустановок
15438	договор конструкция обслуживание строительный	договор на обслуживание строительных конструкций
15438	договор здание обслуживание	договор на обслуживание здания
15438	договор дом обслуживание	договор на обслуживание дома
15438	договор обслуживание пожарный система	договор на обслуживание пожарных систем
16503	включение квитанция образец отдельный правление протокол услуга	образец протокола правления на включение отдельной услуги в квитанцию
16503	выбор образец правление протокол тсж член	образец протокола по выборе членов правления тсж
16503	бланк заседание правление протокол	бланк протокола заседания правления
16503	заседание правление протокол тсн шаблон	шаблон протокола заседания правления тсн
16503	заседание правление протокол товарищество	протокол заседания правления товариществ
16503	заседание правление протокол член	протокол заседания членов правления
16503	правление протокол шаблон	шаблон протокол правления
16503	правление протокол тсж	протокол правления тсж
19570	акт нежилой незаконный переустройство помещение	акт о незаконном переустройстве нежилого помещения
19570	акт перепланировка	акт о перепланировки
19570	акт несанкционированный перепланировка	акт несанкционированной перепланировки
19570	акт жилой перепланировка помещение самовольный	акт о самовольной перепланировке жилого помещения
19570	акт выявлять перепланировка	акт выявленной перепланировки
19727	акт капремонт приемка работа	акт приемки работ по капремонту
19727	акт капитальный необходимость ремонт	акт необходимости капитального ремонта
19983	акт коммуникация подключение	акт на подключение к коммуникациям
19983	акт незаконный подключение электросчетчик	акт незаконного подключения электросчетчика
19983	акт вмешательство несанкционированный	акт несанкционированного вмешательства
19983	акт подключение самовольный	акт самовольного подключения
20532	акт периодический проверка тепловой узел учет энергия	акт периодической проверки узла учета тепловой энергии
20532	акт проверка узел учет	акт о проверке узла учета
12356	и осс перечень работа содержание услуга	ОСС перечень работ и услуг по содержанию
12356	день перечень повестка работа утверждать	повестка дня если утверждаем перечень работ
12356	перечень протокол работа утверждать	протокол если утверждаем перечень работ
12360	должник заблокировать счет	как заблокировать счет должника
12360	арест счет	арест счетов
20537	акт вскрытие	акт о вскрытии
20537	акт вскрытие жилой квартира помещение	акт о вскрытии жилого помещения (квартиры)
20537	акт вскрытие квартира опечатывать	акт вскрытия опечатанной квартиры
20537	акт вскрытие конверт	акт вскрытия конверта
12385	жск резервный фонд	резервный фонд жск
12385	дом многоквартирный резервный фонд	резервный фонд многоквартирного дома
12385	порядок принимать резервный тсж фонд формирование	тсж принять порядок формирования резервного фонда
12385	дома или резервный тсж фонд	резервный фонд тсж или дома
13120	гвс приостановка профилактический ремонт срок	срок приостановки гвс на профилактический ремонт
13120	приостановка профилактический ремонт срок хвс	срок приостановки хвс на профилактический ремонт
13120	ку планово приостановка проводиться профилактический ремонт срок	срок приостановки ку, если проводится планово-профилактический ремонт
13121	отключение срок электроэнергия	сроки отключения электроэнергии
13121	мкд отключение срок электроэнергия	срок отключения электроэнергии в мкд
13121	перерыв подача срок таблица электроэнергия	сроки перерыва подачи электроэнергии таблица
19892	акт мкд прием управление	акт приема мкд под управление
19892	акт составлять	акт составить
20539	акт засор канализация	акт засор канализации
15429	агентский договор домофон обслуживание	агентский договор на обслуживание домофона
15429	договор домофон заключение обслуживание технический	заключение договоров на техническое обслуживание домофона
15429	договор домофон облуживание	договор на облуживание домофонов
15590	заочный протокол собрание форма	протокол собрания в заочной форме
15590	голосование заочный осс протокол	протокол осс заочного голосования
15590	заочный мкд общий протокол собрание собственник форма форма	форма протокола общего в форме заочного собрания собственников мкд
15590	заочный общий протокол собрание собственник форма	протокол общего собрания собственников в заочное форме
15590	заочный протокол	заочный протокол
15590	голосование заочный образец протокол	протокол заочного голосования образец
17506	выполнять договор подряд работа	договор подряда на выполненные работы
17506	договор измерение поверка проведение работа средство	договор на проведение работ по поверке средств измерения
17506	договор заявка образец работа ремонтный строительный	образец заявки к договору на ремонтно-строительные работы
17506	договор пример работа	пример договора на работы
15989	инициатор осс протокол уо	протокол ОСС, если инициатор УО
15989	где инициатор компания протокол собрание управляющий	протокол собрания где инициатор управляющая компания
15989	инициатор протокол собрание ук	протокол собрания если инициатор ук
16294	протокол разногласие шаблон	шаблон протокола разногласий
16294	договор протокол разногласие	протокол разногласий к договору
16294	432 гк протокол разногласие рф ст	ст. 432 гк рф протокол разногласий
16294	договор протокол разногласие энергоснабжение	протокол разногласий в договор энергоснабжения
16435	заполнять образец протокол создание тсж	заполненный образец протокола о создании тсж
16435	протокол создание тсн	создание тсн протокол
16565	имущество использование общий протокол	протокол использования общего имущества
16565	использование место общий общий пользование протокол собрание	протокол общего собрания об использовании мест общего пользования
16565	аренда имущество общий протокол сдача собрание	протокол собрания по сдаче в аренду общего имущества
16288	договор обращение протокол разногласие с тко	протокол разногласий по договору обращение с тко
16288	протокол разногласие ро с	протокол разногласий с ро
20540	акт детский площадка порча	акт порчи детской площадки
20540	акт повреждение	акт о повреждении
16580	повышение протокол тариф	повышение тарифа протокол
16580	изменение осс протокол тариф	протокол осс об изменении тарифа
16580	плата протокол утверждение	протокол об утверждении платы
17052	договор сторона управление	стороны договора управления
17052	договор заключать кто управление	кто заключает договор управления
17367	предписание	предписание
17367	гжи предписание	предписание ГЖИ
17367	гжн орган предписание	предписание органа ГЖН
17615	вдго	ВДГО
17615	внутридомовый газовый оборудование	внутридомовое газовое оборудование
17885	аренда договор средство транспортный	договор аренды транспортного средства
17885	аренда договор образец спец транспорт	договор аренды спец транспорта образец
17885	аренда договор образец тс	образец договора аренды тс
17885	автомобиль аренда договор составлять	как составить договор аренду автомобиля
18637	договор заключение письмо рсо тсж	письмо тсж к рсо о заключении договора
18637	договор заключение заявка оферта ресурсоснабжение	заявку (оферту) о заключении договора ресурсоснабжения
18637	вода договор заключение холодный	заключение договора на холодную воду
18637	договор дом заключение заявка ук хвс	заявка ук на заключение договора хвс на дома
19330	акт водоснабжение разграничение сеть	акт разграничения по сетям водоснабжения
19330	акт водоснабжение ответственность разграничение сеть холодный	акт разграничения ответственности по сетям холодного водоснабжения
19151	акт визуальный запрос осмотр	акт визуального осмотра запрос
19151	акт визуальный оборудование осмотр	акт визуального осмотра оборудования
19357	договор не с типовой тсж член	типовой договор с не членами тсж
19357	договор имущество капитальный общий ремонт	договор капитального ремонта общее имущество
19357	договор с собственник тсж	договор собственника с тсж
19357	арендатор договор и имущество мкд общий ремонт с содержание	договор содержания и ремонта общего имущества мкд с арендатором
19357	договор дом имущество обслуживание общий	договор на обслуживание общего имущества дома
19357	договор и не собственник тсж тсж член шаблон	шаблон договора между тсж и собственником-не членом тсж
19357	договор и собственник тсж	договор тсж и собственник
19357	договор не с тсж тсж член	договор тсж с не членом тсж
19302	акт база опломбировка	акт опломбировки в базу
19302	акт индивидуальный опломбировка прибор учет	акт о опломбировке индивидуальных приборов учета
19302	акт гвс опломбирование счетчик	акт опломбирования счетчика гвс
19302	акт вода пломба счетчик установка	акт на установку пломб на счетчики воды
19571	акт количество они проживать	акт о количестве проживал.их
19571	акт жилой помещение проживать составление фактически	составление акта фактически проживающих в жилом помещение
19571	акт использоваться не помещение	акт о том что помещение не используется
19571	акт гражданин проживать фактически	акт о фактически проживающих граждан
19571	акт количество образец перерасчет проживать	образец акта о количестве проживающих для перерасчета
19571	акт непроживание составлять	акт о непроживании составить
19571	акт гражданин количество установление	акт об установлении количества граждан
19122	акт когда работа скрытый составляться	когда составляется акт на скрытые работы
19122	акт гидроизоляция работа скрытый	акт скрытых работ на гидроизоляцию
19143	акт недопоставка тко услуга	акт о недопоставке услуг тко
19143	акт невывоз тко	акт невывоз тко
