TemplateID	LmQuery	Query
32733	д класс отходы схема	схема отходы класс д
32733	д отход работа с схема	схема работы с отходами д
32733	д класс медицинский отход работа с сопа	соп работа с медицинскими отходами класса д
410376	лист медицинский организация охрана труд чек	чек-лист по охране труда в медицинской организации
410376	главный и лист локалка медсестра образец чек	Чек-лист для главной медсестры и образцы локалки
410376	лист охрана проверять труд чек	как проверить охрану труда чек-лист
410376	лист охрана труд чек	чек по лист по охране труда
410376	лист новый организовывать охрана правило работа труд чек	чек-лист как организовать работу по новым правилам охраны труда
410376	внутренний лист охрана проверка труд чек	чек лист по внутренним проверкам по охране труда
410376	лист охрана проверка труд чек	чек лист проверки по охране труда
410376	безопасность и лист охрана техника труд чек	чек листы по охране труда и технике безопасности
1374	инфекция комплект коронавирусный надевание сизый сопа	соп надевание комплекта сиз при коронавирусно инфекции
1374	надевание сизый сопа	соп надевания сиз
1374	коронавирус надевание сизый сопа	соп надевания сиз при коронавирусе
1374	порядок сизый снятие сопа	соп порядок снятия сиз
1374	защитный комбинезон надевание одноразовый порядок сизый сопа	соп сиз порядок надевания одноразового защитного комбинезона
1374	защитный комбинезон одноразовый порядок сизый снятие сопа	соп сиз порядок снятия одноразового защитного комбинезона
1374	правило сизый сопа	соп сиз правила
1374	одевание правило сизый сопа	соп сиз правила одевания
1374	костюм одевание правило сизый сопа	соп сиз правила одевания костюма
1374	алгоритм костюм надевание противочумный	алгоритм надевания противочумного костюма
1374	алгоритм защитный костюм одевание сопа	соп алгоритм одевания защитного костюма
1374	алгоритм инфекционист костюм надевание	алгоритм надевания костюма инфекциониста
1374	алгоритм набор надевание противочумный	алгоритм надевания противочумного набора
1374	алгоритм защитный костюм одевание	алгоритм одевания защитного костюма
1374	алгоритм комбинезон коронавирус одевание	алгоритм одевания комбинезона при коронавирусе
1374	алгоритм инфекционист костюм одевание	алгоритм одевания костюма инфекциониста
1374	алгоритм костюм одевание одноразовый	алгоритм одевания одноразового костюма
1374	алгоритм костюм одевание одноразовый противочумный	алгоритм одевания одноразового противочумного костюма
1374	алгоритм костюм одевание противочумный	алгоритм одевания противочумный костюм
1374	алгоритм костюм одевание противоэпидемический	алгоритм одевания противоэпидемического костюма
1374	алгоритм костюм противочумный снятие	алгоритм снятия противочумного костюма
1374	алгоритм противочумный снятие халат	алгоритм снятия противочумного халата
1374	видеоинструкция костюм многоразовый надевать противочумный	видеоинструкция как надевать многоразовый противочумный костюм
1374	видеоинструкция костюм надевать противочумный	видеоинструкция как надевать противочумный костюм
1374	алгоритм костюм наглядно одевание противочумный холера	алгоритм одевания противочумного костюма при холере наглядно
1374	надевание порядок противочумный	порядок надевания противочумного
1374	костюм надевать одноразовый противочумный	как надевать одноразовый противочумный костюм
1374	алгоритм костюм противочумный	алгоритм костюм противочумный
1374	алгоритм защитный костюм надевание	алгоритм надевания защитного костюма
1374	алгоритм костюм надевание	алгоритм надевания костюма
1374	костюм снятие сопа	снятие костюма соп
1374	костюм надевание порядок сопа	соп порядок надевания костюма
1374	костюм противочумный снятие сопа	соп снятие противочумного костюма
1374	готовый костюм одевание противочумный сопа	готовый соп одевание противочумного костюма
1374	костюм надевание противочумный сопа	соп надевание противочумного костюма
1374	костюм одевание противочумный сопа	соп одевание противочумного костюма
1374	защита и надевание порядок снятие сопа средство	соп порядок надевания и снятия средств защиты
1374	2019 covid защита и надевание порядок работа с снятие сопа средство	соп порядок надевания и снятия средств защиты при работе с covid-2019
1374	и костюм одевание порядок противочумный снятие сопа	соп порядок одевания и снятия противочумного костюма
1374	костюм одевание порядок противоэпидемический сопа	соп порядок одевания противоэпидемического костюма
1374	алгоритм надевание сизый	алгоритм надевания сиз
1374	алгоритм и одевание сизый снятие	алгоритм одевания и снятия сиз
1374	алгоритм инфекция коронавирусный одевание сизый	алгоритм одевания сиз при коронавирусной инфекции
1374	алгоритм инфекция коронавирусный надевать работа с сизый	алгоритм как правильно надеть сиз при работе с коронавирусной инфекцией
1374	алгоритм надевание	алгоритм надевания
1374	алгоритм действие и костюм одевание противочумный снятие	алгоритм действия одевания и снятия противочумного костюма
1374	алгоритм и костюм одевание противочумный снятие	алгоритмы одевания и снятия противочумного костюма
1374	алгоритм и одевание снятие	алгоритм снятия и одевания
1374	алгоритм и картинка костюм одевание противочумный снятие	алгоритм снятия и одевания противочумного костюма в картинках
1374	1 2 алгоритм врач группа защитный инфекционист костюм одевание патогенность работа	защитный костюм врача инфекциониста для работы 1-2 группы патогенности- алгоритм одевания
1374	и костюм одевание порядок противочумный снятие	порядок одевания и снятия противочумного костюма
1374	алгоритм защитный и костюм надевать противочумный снимать	алгоритм как надевать и снимать защитный противочумный костюм
1374	алгоритм базовый госпиталь защитный и костюм надевание пульмонологический работа сизый	алгоритм надевания защитного костюма и сиз для работы в базовом пульмонологическом госпитале
1374	алгоритм и костюм надевание противочумный снятие	алгоритм надевания и снятия противочумного костюма
1375	использование маска сопа	соп использование маски
1375	маска медицинский сопа	соп по маске медицинской
1375	маска порядок применение сопа	соп по порядку применения масок
1375	маска применение сопа	соп применение маски
1375	респиратор сопа	соп респираторы
1375	маска медперсонал применение сопа	соп по применению маски медперсоналом
1375	алгоритм маска одевание	алгоритм одевания маски
1375	алгоритм и использование маска респиратор	алгоритм использования маски и респираторы
1375	алгоритм маска надевание	алгоритм надевания маски
1375	алгоритм дезинфекция марлевый маска	алгоритм дезинфекция марлевых масок
1375	алгоритм дезинфекция маска	алгоритм дезинфекция масок
1375	алгоритм маска медицинский многоразовый обработка	алгоритм обработки многоразовых медицинских масок
1375	алгоритм маска медицинский снятие	алгоритм снятия медицинской маски
1375	алгоритм маска многоразовый обработка	алгоритм обработки многоразовых масок
1375	алгоритм надевание респиратор	алгоритм надевания респиратора
1375	алгоритм маска одевание одноразовый	алгоритм одевания одноразовой маски
1375	алгоритм маска снимать	алгоритм как снимать маску
1375	алгоритм маска пошаговый работа с	пошаговые алгоритмы работы с масками
1375	алгоритм маска обработка	алгоритм обработки масок
1375	алгоритм дезинфекция маска одноразовый	алгоритм дезинфекции одноразовой маски
1371	алгоритм генеральный и сопа уборка	соп и алгоритм генеральной уборке
1371	алгоритм генеральный сопа уборка	соп алгоритм генеральных уборок
1371	алгоритм ген проведение сопа уборка	алгоритм проведения ген уборки соп
1371	генеральный сопеть уборка	сопи по генеральной уборке
1371	генаральный мо сопа уборка	сопы генаральная уборка в мо
1371	генеральный кабинет сопа уборка	соп генеральная уборка кабинетов
