TemplateID	LmQuery	Query
4700000013	благодарить вы вы очень чудесно	Чудесно, благодарю Вас! Вы очень помогли =)
4700000013	большой да спасибо	Да, спасибо большое
4700000013	окей спасибо	Окей. спасибо
4700000013	отлично спасибо	Отлично, спасибо.
4700000013	большой ответ спасибо	Большое спасибо за ответ.
4700000077	просто тест	просто тест
4700000077	тест	Здравствуйте тест
4700000077	письмо тестовый	тестовое письмо
4700000088	проверка	проверка
4700000088	проверка связь спасибо	Спасибо, проверка связи.
4700000088	извинять менеджер проверка связь	Извините. пожалуйста, проверка связи от менеджера)
4700000101	где диплом можно мой обучение скачать	где можно скачать диплом о моем обучении
4700000101	весь документ курс можно получать пройти я	Можно мне получить документы по всем пройденным курсам
4700000101	документ курс окончание получать я	Как мне получить документ об окончании курса
4700000101	диплом нет пора сей	Диплома до сих пор нет
4700000101	где посмотреть сертификат я	где мне посмотреть сертификат
4700000101	все диплом не получать я	Я все еще не получила диплом
4700000101	где курсы прохождение сертификат скачать	Где скачать сертификат о прохождении курсов
4700000101	ваш документ мочь обучение оригинал платформа получать проходить я	Прошла обучение на Вашей платформе, как я могу получить оригиналы документов
4700000101	возможно где диплом кабинет личный посмотреть сертификат	где в личном кабинете возможно посмотреть сертификат (диплом)
4700000101	все документ обучение получать проходить свой уже уже я я	Я уже все прошла, можно ли мне как то уже получить свои документы по обучению?
4700000101	дальнейший действие курс мой оканчивать	Окончила курс. Мои дальнейшие действия?
4700000101	высылать диплом когда почта	Когда вышлют по почте диплом
4700000101	диплом доставка номер оригинал отслеживание трек узнавать	Как узнать трек номер для отслеживания доставки оригинала диплома
4700000102	далеко делать сдавать тест	Сдала тесты, что делать дальше
4700000102	день ничто один опоздание с сдавать сташный тест	Тест сдал с опозданием на один день, ничего сташного
4700000102	быть время зачитывать не сдача тест указанный укладываться	Сдача тестов будет зачтена если не уложился в указанное время
4700000102	итоговый какой сдавать тест шаг я	Я сдала итоговый тест. Какой следующий шаг?
4700000102	итоговый надо один отвечать попытка правильно проходить сколько там тест хотеть	Хочу пройти итоговый тест. Там одна попытка? На сколько вопросов надо ответить правильно
4700000102	где проходить тест	Где пройти тест
4700000103	не обучение почта приглашение приходить электронный я	Мне не приходят на электронную почту приглашения на обучение
4700000103	а зайти мочь не обучение приглашение руководитель я	Руководитель прислал приглашение на обучение,а я не могу зайти
4700000103	и кабинет не но обучение обучение попадать свой ссылка там этот я я	Мне отправили ссылку для обучения. Но я попадаю в свой кабинет и там не этого обучения.
4700000103	адрес быть возможно вы или набирать неверный он писать письмо почта приглашение приходить проходить с страница удалять	"На почту пришло письмо с приглашением, прохожу по нему, пишут ""Возможно страница была удалена или вы набрали неверный адрес."""
4700000103	и логин мочь не пароль потому приглашение принимать требовать	Не могу принять приглашение, потому как требует логин и пароль
4700000103	а активный и не обучение оформлять переходить письмо приглашение руководитель с ссылка урок я я	Руководитель оформил обучение и прислал мне письмо с приглашением , я перехожу по ссылке а уроки не активны
4700000103	видеть назначать не но обучение он я я	Мне назначено обучение, но я его не вижу
4700000103	говорить не ничто но обучение почта приглашение приходить руководитель эл я я	Руководитель говорит, что мне отправлены приглашения на эл.почту на обучение, но мне ничего не приходит
4700000103	делать доступ закрывать но приглашать проходить учеба я	Пригласила пройти учебу, но доступ мне закрыт. Что делать?
4700000104	и их назначать неизвестный но обучение они они писать почта почта приглашение	Назначила обучение и отправила им приглашение на почту, но им пишут, что их почта неизвестна
4700000104	курс не но обучение он получать приглашение сотрудник ссылка я	Сотруднику отправлено приглашение на обучение, но он не получает ссылку на курс от меня
4700000104	администратор высылать и мой мочь назначать назначение не обучение обучение обучение он повторно приглашение приглашение страница этот я	Отправил приглашение на обучение, в назначении обучения на моей странице администратора я не могу ему повторно назначить это обучение и выслать приглашение
4700000104	обучение приглашать сотрудник я	Мне нужно пригласить сотрудника на обучение
4700000104	нет получать после почта программа продукт регистрация	На почту получила программу. После регистрации продуктов нет
4700000105	балл заканчивать и начислять не нмо но обучение так	Закончила обучение, но баллы в НМО так и не начислены
4700000105	а другой нмо один подписка портал программа срок указывать	На портале НМО указаны одни сроки подписки, а в программе другие
4700000106	вывести документ курсы проходить я	Как мне вывести документы о пройденных курсах
