TemplateID	LmQuery	Query
550	карантин коронавирус область ростовский с связь	карантин в связи с коронавирусом в Ростовская область
550	карантин коронавирус область ростовский	карантин коронавирус Ростовская область
550	коронавирус область ростовский	коронавирусом в Ростовская область
550	коронавирус область приказ ростовский	Ростовская область приказ о коронавирусе
550	закон коронавирус область ростовский	Ростовская область закон о коронавирусе
550	коровнавирус мажор область ростовский форс	форс-мажор коровнавирус Ростовская область
550	карантин нарушение область ростовский	нарушение карантина Ростовская область
550	область ростовский спецпропуск	спецпропуска Ростовская область
550	коронавирус область профилактика ростовский	профилактика коронавируса Ростовская область
550	04 05 2020 272 область постановление правительство ростовский	Постановление Правительства Ростовской области от 05.04.2020 № 272
550	10 2002 25 273 закон зс область ростовский	Закон Ростовской области от 25.10.2002 № 273-ЗС
550	272 область ростовский	Ростовская область № 272
550	кто мочь область работать ростовский	кто может работать Ростовская область
550	деятельность область приостанавливать ростовский	деятельность приостановили Ростовская область
550	деятельность запрещать область ростовский	деятельность запретили Ростовская область
550	вид деятельность запрещать область ростовский	виды деятельности запретили Ростовская область
548	кто мочь область работать челябинский	кто может работать челябинская область
548	деятельность область приостанавливать челябинский	деятельность приостановили челябинская область
548	деятельность запрещать область челябинский	деятельность запретили челябинская область
548	вид деятельность запрещать область челябинский	виды деятельности запретили челябинская область
548	коровнавирус мажор область форс челябинский	форс-мажор коровнавирус челябинская область
548	карантин нарушение область челябинский	нарушение карантина челябинская область
548	коронавирус область профилактика челябинский	профилактика коронавируса челябинская область
548	область правительство распоряжение челябинский	Распоряжение Правительства Челябинской области
548	карантин коронавирус область челябинский	карантин коронавирус челябинская область
548	коронавирус область челябинский	коронавирусом в челябинская область
548	коронавирус область приказ челябинский	челябинская область приказ о коронавирусе
548	закон коронавирус область челябинский	челябинская область закон о коронавирусе
548	коронавирус область распоряжение челябинский	челябинская область распоряжение о коронавирусе
548	146 область рп челябинский	Челябинской области № 146-рп
548	190 область рп челябинский	Челябинской области № 190-рп
548	177 область рп челябинский	Челябинской области № 177-рп
548	584 зо область челябинский	Челябинской области № 584-ЗО
543	коронавирус петербург санкт	коронавирусом в санкт-петербург
543	ипать каникулы налоговый петербург санкт	налоговые каникулы для ип санкт- петербург
543	карантин коронавирус петербург с санкт связь	карантин в связи с коронавирусом в санкт-петербург
543	карантин коронавирус петербург санкт	карантин коронавирус санкт-петербург
543	коронавирус петербург приказ санкт	санкт-петербург приказ о коронавирусе
543	закон коронавирус петербург санкт	санкт-петербург закон о коронавирусе
543	коронавирус петербург распоряжение санкт	санкт-петербург распоряжение о коронавирусе
543	карантин нарушение петербург санкт	нарушение карантина санкт-петербург
543	коронавирус петербург профилактика санкт	профилактика коронавируса санкт-петербург
543	какой карантин мочь организация период петербург работать санкт	какие организации могут работать в санкт петербурге в период карантина
543	кто мочь петербург работать санкт	кто может работать санкт-петербург
543	деятельность петербург приостанавливать санкт	деятельность приостановили санкт-петербург
543	вид деятельность запрещать петербург санкт	виды деятельности запретили санкт-петербург
543	вид деятельность петербург приостанавливать санкт	виды деятельности приостановили санкт-петербург
543	ввод петербург режим самоизоляция санкт	санкт петербург ввод режим самоизоляция
543	какой коэффициент петербург санкт	санкт петербург коэффициент какой
543	петербург пособие санкт	санкт петербург пособие
543	петербург режим самоизоляция санкт	санкт петербург режим самоизоляция
543	петербург самоизоляция санкт	санкт петербург самоизоляция
543	121 петербург постановление правительство санкт	постановление 121 правительство санкт петербурга
564	139 край ставропольский	Ставропольский край № 139
564	20 кз край ставропольский	Ставропольский край № 20-КЗ
564	123 край ставропольский	Ставропольский край № 123
564	край кто мочь работать ставропольский	кто может работать Ставропольский край
564	коровнавирус край мажор ставропольский форс	форс-мажор коровнавирус Ставропольский край
564	карантин край нарушение ставропольский	нарушение карантина Ставропольский край
564	край спецпропуск ставропольский	спецпропуска Ставропольский край
564	коронавирус край профилактика ставропольский	профилактика коронавируса Ставропольский край
564	04 06 148 2020 край правительство распоряжение рп ставропольский	распоряжение Правительства Ставропольского края от 06.04.2020 № 148-РП
564	04 10 139 2020 губернатор край постановление ставропольский	Постановлении Губернатора Ставропольского края от 10.04.2020 № 139
564	карантин коронавирус край с связь ставропольский	карантин в связи с коронавирусом в Ставропольский край
564	карантин коронавирус край ставропольский	карантин коронавирус Ставропольский край
