TemplateID	LmQuery	Query
4975	должностной инструкция	должностная инструкция
4975	должность квалификационный справочник	квалификационный справочник должностей
4975	госзакпщик должностной инструкция	должностные инструкции госзакпщика
4975	госзакупки должностной инструкция менеджер образец	должностная инструкция менеджера по госзакупкам(образец)
6091	банкротство проверка	проверка на банкротство
6091	банкротство проверять	проверить на банкротство
6091	ликвидация проверка	проверку на ликвидацию
5985	конкурс питание	конкурс по питанию
5985	конкурс объявлять питание	как объявить конкурс по питанию
5985	обучающийся питание правило	питание обучающихся правила
5985	источник один питание приказ	приказ из одного источника питание
5985	питание пролонгация	пролонгация питания
5985	питание	питание
5985	горячий договор питание продлять	продлить договор по горячему питанию
5985	организация питание	организация питания
5985	воспитанник и конкурс обеспечение обучающийся питание приобретение с связывать товар	конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся
5985	воспитанник и конкурс обучающийся организация питание приобретение услуга	конкурс по приобретению услуг по организации питания воспитанников и обучающихся
5985	итог конкурс питание подведение приказ	приказ до подведения итогов конкурса по питанию
5985	а внешкольный государственный дополнительный образование образование обучаться организация организация организация питание правило приобретение с связывать средний также товар	правил организации питания обучающихся в государственных организациях среднего образования, внешкольных организациях дополнительного образования, а также приобретения товаров, связанных с
5986	закупка ндс питание	ндс при закупке питания
5986	ндс питание школа	НДС по питанию в школах
2353	бензин	бензин
2353	бензин тариф	тариф бензин
2353	бензин цена	цена бензина
2353	бензин июль первый с	бензин с первого июля
2353	14 бензин июль с	бензин с 14 июля
2353	дизтопливо	дизтопливо
2353	92 аи бензин	бензин аи 92
2353	95 аи бензин	бензин аи 95
2353	93 аи бензин	бензин аи 93
5174	конкурс не повторный состояться	если повторный конкурс не состоялся
5174	закупка несостоявшийся ценовый	несостоявшиеся закупки по ценовому
5174	делать закупка не состояться	что делать если закупка не состоялся
5174	закупка не не соответствовать состояться цена	закупка не состоялась не соответствует цена
5174	государственный закупка несостоявшийся проведение способ	проведении государственных закупок способом по несостоявшимся
5174	конкурс несостоять	конкурс несостоявшая
5174	закупка конкурс несостоявшийся	закупки по несостоявшемуся конкурсу
5174	заявка конкурс один	одна заявка конкурс
5174	закупка источник конкурс нестоявщейся объявление один создание способ	создание объявления из одного источника по нестоявщейся закупке способом конкурса
5174	вскрытие делать источник когда надо несостоявшийся один	из одного источника по несостоявшемся когда вскрытия надо делать ?
5174	1 закупка источник несостоявшийся приказ	приказ закупки из 1 источника по несостоявшемся
5174	допускать конкурс не не повторный поставщик состояться	повторный конкурс не состоялся не допущен поставщик
5174	вскрывать источник несостоявшийся один поставщик	как вскрыть поставщика из одного источника по несостоявшимся
5174	закупка закупка источник несостоявшийся один провожать	как проводить закупки из одного источника по несостоявшимся закупкам
5174	источник конкурс несостоявшийся один	один источник по несостоявшемуся конкурсу
5174	заявка конкурс один повторный	если в повторном конкурсе одна заявка
5021	герб	герб
5021	госсимсол	госсимсол
5021	флаг	флаг
1231	зцп субподряяд	Субподряяд по зцп
1231	1 2 субподряд	субподряд 1/2
1231	договор субподряд	субподряд по договору
1231	процент сколько субподряд	субподряд сколько процентов
1231	объем работа субподряд	объем работы субподряда
1231	квалификация соответствие субподрядчик	соответствие субподрядчика квалификации
1231	субподрядчик	субподрядчик
1231	запрос предложение субподряд ценовый	субподряд в запросе ценовых предложений
1231	заявка подача показывать субподрядчик	как показать субподрядчика при подаче заявки
1231	договор ли намерение обязательно привлечение субподряд	обязательно ли договор намерений при привлечение субподряда
1231	привлечение субподряд	привлечение субподряда
1231	договор намерение привлечение субподряд	договор намерений при привлечение субподряда
1231	субподряд	субподряд
1231	субподдядчик	субподдядчик
1231	госзакупки источник один субподряд	субподряд при госзакупках из одного источника
1231	госзакупки субподряд	субподряд при госзакупках
1231	гражданский договор ли лицо правовой с субподряд физ являться	является ли гражданско-правовой договор с физ лицом субподрядом
5465	кто штрафовать	кого штрафуют
5465	оштрафовать сколько	на сколько оштрафуют
5465	государственный закупка сфера штраф	штрафы в сфере государственных закупок
5465	закупка или лот начисляться штраф	штрафы начисляются на лоты или на закупку
5465	или конкурс налет штраф	штраф налет или на конкурс
257	конкурс открытый проводить	как провести открытый конкурс
257	алгоритм конкурс открытый проведение	алгоритм проведения открытого конкурса
257	конкурс открытый проводиться работа	как проводится открытый конкурс на работу
257	конкурс открытый проводиться услуга	как проводится открытый конкурс на услугу
1708	договор изменение с сумма уменьшение	изменение договора с уменьшением суммы
1708	договор сумма уменьшать	как уменьшить сумму договора
1708	допсоглашение уменьшение	допсоглашение на уменьшение
1708	договор уменьшение	договор на уменьшение
1708	дополнительный соглашение уменьшение	для дополнительное соглашение на уменьшение
1708	допы согл создавать уменьшение	как создать доп согл. на уменьшение
1708	договор приказ сумма уменьшение	приказ на уменьшение суммы договора
1708	договор приказ уменьшение	приказ при уменьшении договора
1708	приказ сумма уменьшение	приказ на уменьшение суммы
294	конкурс открытый срок	открытый конкурс сроки
294	конкурс открытый срок фото	открытый конкурс сроки фото
294	конкурс открытый шпаргалка	открытый конкурс шпаргалка
294	заявка конкурс открытый рассмотрение срок	срок рассмотрение заявки открытый конкурс
294	конкурс срок	сроки конкурса
393	второй договор заключение победитель поставщик признанный уклоняться	поставщик, признанный вторым победителем если уклонился от заключения договора
