TemplateID	LmQuery	Query
550	коронавирус область распоряжение ростовский	Ростовская область распоряжение о коронавирусе
550	273 зс область ростовский	Ростовская область № 273-ЗС
550	вид деятельность область приостанавливать ростовский	виды деятельности приостановили Ростовская область
548	вид деятельность область приостанавливать челябинский	виды деятельности приостановили челябинская область
548	карантин коронавирус область с связь челябинский	карантин в связи с коронавирусом в челябинская область
548	область спецпропуск челябинский	спецпропуска челябинская область
548	191 область рп челябинский	Челябинской области № 191-рп
543	коровнавирус мажор петербург санкт форс	форс-мажор коровнавирус санкт-петербург
543	коронавирус ограничение петербург	ограничения коронавирус петербург
543	деятельность запрещать петербург санкт	деятельность запретили санкт-петербург
543	петербург санкт спецпропуск	спецпропуска санкт-петербург
543	03 121 13 2020 губернатор петербург постановление санкт	постановление губернатора санкт петербурга 121 от 13.03.2020
564	148 край рп ставропольский	Ставропольский край № 148-РП
564	04 10 20 2008 закон кз край ставропольский	Закон Ставропольского края от 10.04.2008 № 20-КЗ
564	03 123 2020 31 губернатор край постановление ставропольский	Постановление губернатора Ставропольского края от 31.03.2020 № 123
564	деятельность запрещать край ставропольский	деятельность запретили Ставропольский край
556	вид деятельность иркутский область приостанавливать	виды деятельности приостановили Иркутская область
556	иркутский карантин коронавирус область	карантин коронавирус Иркутская область
556	66 иркутский область уг	Иркутская область № 66-УГ
556	107 иркутский область оз	Иркутская область № 107-ОЗ
553	53 новосибирский область	Новосибирская область № 53
553	деятельность новосибирский область приостанавливать	деятельность приостановили Новосибирская область
553	карантин коронавирус новосибирский область	карантин коронавирус Новосибирская область
553	03 2020 27 43 губернатор новосибирский область постановление	Постановление Губернатора Новосибирской области от 27.03.2020 № 43
553	коровнавирус мажор новосибирский область форс	форс-мажор коровнавирус Новосибирская область
554	карантин коронавирус край красноярский	карантин коронавирус Красноярский край
554	03 2020 31 73 губернатор край красноярский уг указ	Указ Губернатора Красноярского края от 31.03.2020 № 73-уг
554	закон коронавирус край красноярский	Красноярский край закон о коронавирусе
554	188 край красноярский п	Красноярский край № 188-п
554	деятельность край красноярский приостанавливать	деятельность приостановили Красноярский край
1768	2022 ставка цб	ставка цб 2022
1768	банк рефинансирование ставка	ставка рефинансирования банка
1768	день ключевой сегодняшний ставка	ключевая ставка на сегодняшний день
1768	2023 год рефинансирование ставка	ставки рефинансирования в 2023 году
1768	12 2011 2015 27 банковский вклад год год декабрь и лицо период процент рефинансирование с сентябрь ставка физический	ставок рефинансирования и банковского процента по вкладам физических лиц за период с 12 сентября 2011 года по 27 декабря 2015 года.
2420	6 быть испытательный месяц срок	может ли испытательный срок быть 6 месяцев
2420	испытательный какой можно сотрудник срок устанавливать	какой испытательный срок можно установить сотруднику
2421	договор подряд срок	срок договора подряда
2421	гпх договор оказание срок услуга	срок договора гпх оказания услуг
2421	гражданский договор заключать какой можно правовой срок	на какой срок можно заключить гражданско-правовой договор
2422	вводить время какой можно неполный рабочий срок	на какой срок можно вводить неполное рабочее время
2422	введение неделя неполный рабочий срок	срок введения неполной рабочей недели
2422	введение время неполный рабочий режим срок	срок введения режима неполного рабочего времени
2103	заявление какой мочь отзывать работник срок увольнение	в какой срок работник может отозвать заявление об увольнении
2103	отмена срок увольнение	срок для отмены увольнения
2103	заявление отзыв увольнение	отзыв заявления об увольнении
2107	выдача документ сотрудник срок	срок выдачи документов сотруднику
2107	выдача документ запрос сотруник	выдача документов сотрунику по запросу
2108	какой новый сдача сзв срок тд	какие новые сроки сдачи сзв тд
2108	апрель сзв срок тд	срок сзв тд в апреле
2094	ежемесячный сдача сзв срок тд	ежемесячные сроки сдачи сзв тд
2094	сзв срок тд	срок сзв тд
2487	должностной инструкция какой срок хранение	какой срок хранения должностных инструкций
2487	год должностной инструкция сколько хранить	сколько лет нужно хранить должностные инструкции
2473	время день написать норма оплата приказ рабочий сверх учет	как написать приказ об оплате дней сверх нормы учете рабочего времени
2473	мочь работать сверхурочный сколько сотрудник час	сколько часов сотрудник может работать сверхурочно
2473	количество переработка час	количество часов переработки
2473	оплата работа сверхурочный	об оплате сверхурочной работы
2446	график какой отпуск срок хранить	какой срок хранить графики отпусков
2446	график отпуск срок хранение	сроки хранения графика отпусков
