TemplateID	LmQuery	Query
37399	2022 дело номенклатура	номенклатура дел 2022
37399	делопроизводство	делопроизводство
37399	регламент хозяйственный	регламент хозяйственной
37399	должностной инструкция	должностные инструкции
37399	должностной изменение инструкция	изменения в должностных инструкциях
37399	коррупция	коррупция
37399	весна инструкция	инструкция на весну
37399	уполномоченный	уполномоченный по от
37399	инструкция	инструкции по от
37399	микротравма	микротравмы
37399	дело номенклатура	номенклатура дел
37399	номенклатура	номенклатура
37399	группа закрепление инструктор плавание приказ	приказ о закреплении групп за инструкторов по плаванию
37399	дошкольный журнал заявление образование обучение прием программа	журнал приема заявлений на обучение по программе дошкольного образования
37399	перевод ребенок	перевод детей
37399	год детский новый приемка сад учебный	приемка детского сада к новому учебному году
37399	детский приемка сад	приемка детского сада
37399	2022 год детский новый приемка сад учебный	приемка детского сада к новому учебному году 2022
37399	детский методист навигатор сад система	навигатор по системе методист детского сада
37399	методист навигатор система	навигатор по системе методист
37399	навигатор система	навигатор по системе
37399	детский защитный обустройство приказ сад сооружение	приказ об обустройстве защитных сооружений в детском саду
37399	блюдо возраст дошкольный ребенок рыба	блюда из рыбы для детей дошкольного возраста
37399	дошкольник муниципальный питание програпп	муниципальная програппа питания дошкольников
37399	дошкольник муниципальный питание программа	муниципальная программа питания дошкольников
37399	выплата дошкольный педагог стимулировать учреждение	стимулирующие выплаты педагогам дошкольных учреждений
37399	документооборот доо электронный	электронный документооборот доо
37399	журнал педикулез чесотка	педикулез чесотку журнал
37399	документ сэс	документы для сэс
37399	документ проверка сэс	проверка сэс документы
37399	бассейн график	график бассейна
37399	дсп журнал регистрация	журнал регистрации дсп
37399	ветрянка карантин	карантин по ветрянке
37399	договор трудовой	Трудовой договор
37399	сизый	сиз
37399	выдача журнал сизый учет	журнал учета выдачи сиз
37399	воинский организация положение учет	об организации воинского учета положение
37399	руководитель справочник	справочник руководителя
37399	код сзв справочник тд	справочник кодов для сзв-тд
37399	больничный электронный	электронные больничные
37399	книжка трудовой	трудовая книжка
37399	антикоррупция буклет	буклеты антикоррупция
37399	антикоррупция	антикоррупция
37399	коррупция противодействие	противодействие коррупции
37399	антитеррор	антитеррор
37399	антитеррор входить папка	папка по антитеррору что входит
37399	антитеррор памятка	антитеррор памятка
37399	антитеррористический	антитеррористическая
37399	антитеррор безопасность	безопасность антитеррор
37399	антикризисный действие план чрезвычайный	антикризисный план действий в чрезвычайных ситуациях
37399	антитеррор документ	документы по антитеррору
37399	антитеррорист безопасность	антитеррорист безопасность
37399	антитеррористический безопасность	антитеррористическая безопасность
37399	антитеррористический защищенность приказ	приказ об антитеррористической защищенности
37399	антитеррористический защищенность инструктаж	инструктаж по антитеррористической защищенности
37399	антитеррор тренировка	тренировка по антитеррору
37399	антитеррор комплект материал	комплект материала по антитеррору
37399	антитеррор доу план	план в доу антитеррор
37399	2022 дело доу номенклатура	номенклатура дел в доу на 2022
37399	доу лицензирование медблок норма санитарный эпидемиологический	санитарно - эпидемиологические нормы к медблоку для лицензирования в доу
37399	доу приемка	приемка доу
37399	безопасность доу план пожарный работа	план работы по пожарной безопасности в доу
37399	адаптация доо и кадровый квалификация контроль который обеспечение обучение ооп отбор педагогический положение предусматривать работник реализация требование	положение о кадровом обеспечении, которое предусматривает требования к отбору, адаптации, обучению и контролю квалификации педагогических работников доо для реализации ооп до
37399	выдача доу норма сизый типовой	типовые нормы выдачи сиз в доу
37399	антитеррористический безопасность доу	антитеррористическая безопасность в доу
37399	воспитанник доу приказ проведение сотрудник тренировка учебный эвакуация	приказ о проведении учебной тренировки по эвакуации сотрудников, воспитанников доу
37399	безопасность доу обеспечение положение	положение об обеспечении безопасности в доу
37399	доу охрана труд	охрана труда в доу
37399	микротравма положение	положение о микротравмы
37399	акт доу несчастный случай	акт о несчастных случаях в доу
37399	дело доу номенклатура	номенклатура дел доу
37399	договор доу работник с трудовой	трудовой договор с работниками доу
37399	доо инструктор культура расчет ставка физический	расчет ставок инструктора по физической культуре в доо
37399	договор родитель с	договор с родителями
37399	бесплатный договор услуга	договор на бесплатные услуги
37399	бесплатный договор пример услуга	пример договора на бесплатные услуги
37399	платный суббота услуга	платные услуги в субботу
37399	время иметь какой платный право проводить услуга учреждение	в какое время учреждение имеет право проводить платные услуги
37399	договор коллективный образец	образец коллективный договор
37399	меню примерный	примерное меню
37399	воспитатель назначение старший	назначение старшего воспитателя
37399	бытовой воспитанник обслуживание регламент хозяйственный	регламент хозяйственно-бытового обслуживания воспитанников
