TemplateID	LmQuery	Query
410376	лист медорганизация организация охрана труд чек	Чек-лист по организации охраны труда в медорганизации
410376	лист охрана руководитель труд чек	чек-листы для руководителя по охране труда
1374	1 2 алгоритм врач группа защитный инфекционист костюм одевание патогенность работа	защитный костюм врача инфекциониста для работы 1-2 группы патогенности- алгоритм одевания
1374	алгоритм костюм одевание одноразовый	алгоритм одевания одноразового костюма
1374	защитный комбинезон одноразовый порядок сизый снятие сопа	соп сиз порядок снятия одноразового защитного комбинезона
1374	защита и надевание порядок снятие сопа средство	соп порядок надевания и снятия средств защиты
1374	алгоритм инфекционист костюм надевание	алгоритм надевания костюма инфекциониста
1374	алгоритм костюм одевание противоэпидемический	алгоритм одевания противоэпидемического костюма
1375	алгоритм дезинфекция маска	алгоритм дезинфекция масок
1375	маска порядок применение сопа	соп по порядку применения масок
1375	алгоритм использование маска	алгоритм использования маски
1375	алгоритм дезинфекция маска одноразовый	алгоритм дезинфекции одноразовой маски
1375	алгоритм надевание респиратор	алгоритм надевания респиратора
1371	алгоритм генеральный лист санпин сопа уборка чек	генеральная уборка чек-листы, соп, алгоритмы СанПиН
1371	генеральный новый санпин сопа уборка	соп генеральная уборка по новому санпину
1371	гена сопа	гене соп
1371	алгоритм генеральный и сопа уборка	соп и алгоритм генеральной уборке
1371	21 3686 генеральный санпин уборка	генеральная уборка по санпин 3686-21
1373	сопа фармацевт	сопы для фармацевта
1373	аптека производственный сопа	соп для производственных аптек
1373	аптека готовый лекарственный сопа форма	соп аптека готовых лекарственных форм
1370	дезинфекция заключительный проведение сопа	соп проведение заключительной дезинфекции
1370	заключительный сопа уборка	соп по заключительной уборки
1370	дезинфекция заключительный инфекционный проведение сопа стационар	соп проведение заключительной дезинфекции в инфекционном стационаре
2110	журнал текущий уборка форма	форма журнала текущих уборок
2110	журнал контроль уборка	контроль за уборкой журнал
2110	журнал помещение текущий уборка	журнал текущей уборки помещений
2110	влажный журнал проведение уборка шаблон	шаблон журнала по проведению влажных уборок
2110	журнал текущий	журнал текущих
2110	дополнительный журнал и помещение текущий уборка	журнал текущей и дополнительной уборки помещений
2110	ген журнал и текущий уборка	журнал текущей и ген уборки
2112	журнал сизый	журнал по сиз
2112	журнал расчет сизый форма	форма журнала расчета сиз
2496	медсестра совет функционал	совет медсестер функционал
2496	медсестра совет совет структура	совет медсестер структура совета
2493	медсестра норма рабочий час	норма рабочих часов медсестры
2493	медсестра норма рассчитать труд	как рассчитать нормы труда медсестер
2078	060 форма	форма № 060/у
2078	журнал заболевание инфекционный учет	журнал учета инфекционных заболеваний
2179	карта курортный ребенок санаторный	Санаторно-курортная карта для детей
2179	076 форма	форма № 076/у
2179	076	076/у
1240	госпитализация ковид мазок плановый сдавать	нужно ли сдавать мазок на ковид перед плановой госпитализацией
1240	забор ковид мазок помещение требование	забор мазка на ковид требование к помещению
1240	2019 covid допуск забор материал приказ	приказ о допуске к забору материала на covid-2019
1240	биологический больной бригада забор инфекция коронавирусный материал положение	положение о бригаде по забору биологического материала у больных коронавирусной инфекцией
1240	забор ковид мазок	забор мазка на ковид
1244	1 ковид лабораторный тестирование	лабораторное тестирование на ковид 1
1244	0165 1 20 2019 3 covid диагностика лабораторный мр	мр 3.1.0165-20 «лабораторная диагностика covid-2019»
1244	анализ ковид кровь тес тестестирование	анализы кровь тес тестестирование на ковид
1244	19 covid добровольный информированный мазок материал получать работа с согласие	информированное добровольное согласие на работу с полученным материалом мазка на covid-19
1244	ковид контактный обследование	обследование контактных на ковид
1244	диагностика коронавирусный лабораторный	лабораторная диагностика коронавирусной
1233	алгоритм ковид нп опрос подозрение	алгоритм опроса при подозрении нп ковид
1233	анамнез эпидемиологический	эпидемиологический анамнез
1376	защита применение сопа средство	соп по применению средств защиты
1376	использование правило сизый сопа	соп правила использования сиз
1376	сизый сопа	соп сиз
1376	заражение инфекция коронавирусный применение профилактика сизый сопа	соп применение сиз для профилактики заражения коронавирусной инфекцией
1368	падение пациент сопа	соп падения пациентов
1368	защита обеспечение сопа травмирование	соп по обеспечению защиты от травмирования
1367	автомобиль дезинфекция оои салон	дезинфекция салона автомобиля при оои
1367	внутри дезинфекция проведение сопа транспорт	соп проведения дезинфекции транспорта внутри
1369	заключительный пандемия сопа уборка	соп по заключительной уборка при пандемии
1369	алгоритм бокс инфекционный уборка	алгоритм уборки инфекционных боксов
2111	генеральный журнал срок уборка хранение	срок хранения журналов генеральной уборки
2111	d генеральный детский журнал сад уборка	журнал генеральных уборок d детских садах
2111	гендер журнал уборка	журнал гендер уборки
2113	дезинфицирующий журнал контроль рабочий раствор средство	журнал контроля рабочих растворов дезинфицирующих средств
2113	дезрастровор журнал разведение	журнал разведения дезрастроворов
2113	дезсредство журнал контроль концентрация	журнал контроля концентрации дезсредства
2113	журнал концентрация	журнал концентрации
1877	врач должностной инструкция поликлиника хирург	должностная инструкция врача-хирурга поликлиники
1877	врач детский должностной инструкция хирург	должностная инструкция врача хирурга детского
1877	ангиохирург должностной инструкция	должностная инструкция ангиохирурга
2516	дезинфекционный мероприятие усиление	усиление дезинфекционных мероприятий
2516	19 covid дезинфекционный каждый мероприятие подразделение проведение распространение усиленный условие	проведения усиленных дезинфекционных мероприятий в условиях распространения covid-19 в каждом подразделении
2516	дезинфекционный проведение сопа усиленный	соп по проведению усиленных дезинфекционных
2516	алгоритм дезинфекция и организация проведение	алгоритм организации и проведении дезинфекции
2516	дезмероприятие отчет усиленный	отчет усиленных дезмероприятий
1784	дерматовенеролог должностной заведующий инструкция отделение	должностные инструкции заведующий отделением дерматовенеролог
1784	врач должностной заведующий инструкция отделение педиатр педиатрический	должностная инструкция заведующего педиатрическим отделением врача-педиатра
